Write Threshold,Trace Name,Slow Chip,Fast Read Cost,Fast Write Cost,Slow Write Cost,Write Proportion,Average Read Block Size,Read Block Size Variance,Read Block Size Std Dev,Read Block Size Max,Read Block Size Min,Damage Threshold,Normalized Cost (%)
6,654,DDR5_3200AN,9.162520026630144,8.95857147928574,17.76200788100394,0.028169,180.31401789518534,3461522.861341632,1860.5168264064778,94447,9,5.7648570760871705,0.0
6,619,DDR5_3200AN,9.12592161703812,8.98174135933239,17.78521518276197,0.085439,64.22396235690708,1574.8138762584326,39.68392465795731,159,26,5.788000944689338,0.0
6,602,DDR5_6400AN,8.84904826965877,8.528833721230928,8.528833721230928,0.003867,1543.3944099378882,6987072.564937697,2643.307126487139,6239,32,0.0,0.0
6,cc_twi,DDR5_6400AN,9.007310925315359,8.95155842989311,8.95155842989311,0.11133,47.893020749124226,336.56980038733553,18.345838775791517,241,10,0.0,0.0
6,pr_road,DDR5_6400AN,8.998445326113053,8.987205828595918,8.987205828595918,0.158666,31.815005294206625,96.55713983887681,9.826349263021175,109,7,0.0,0.0
6,bfs_road,DDR5_6400AN,9.020241957958437,8.990220360404436,8.990220360404436,0.196224,24.577299412915853,98.00387069117382,9.899690434108221,121,6,0.0,0.0
6,620,DDR5_6400AN,8.973649304432223,8.897518382352942,8.897518382352942,0.01088,545.4103695532267,2635733.543676257,1623.4942388799097,63410,18,0.0,0.0
6,bc_web,DDR5_6400AN,8.956817913002084,8.928123383854889,8.928123383854889,0.315179,13.036817757809972,126.87793018059351,11.264010395085469,2308,6,0.0,0.0
6,607,DDR5_6400AN,12.218397391443107,32.69222191246167,32.69222191246167,0.003587,1663.0670016750419,10203670.431021662,3194.318461115244,43749,10,0.0,0.0
6,623,DDR5_6400AN,9.05383346966073,7.9050042408821035,7.9050042408821035,0.001179,5002.571428571428,1771734316.7551022,42091.97449342454,530245,10,0.0,0.0
6,pr_twi,DDR5_6400AN,9.013562415431574,8.923525627278575,8.923525627278575,0.04663,122.63942864496204,8933.822118010961,94.51889820565495,1384,12,0.0,0.0
6,600,DDR5_6400AN,9.01470858963225,7.503875968992248,7.503875968992248,0.000516,8624.151162790698,989909079.0818012,31462.82058369531,239335,7,0.0,0.0
6,bc_twi,DDR5_6400AN,8.999128883777258,8.991055386297946,8.991055386297946,0.179214,27.478690280893233,329.2740863893598,18.14591101017967,504,6,0.0,0.0
6,628,DDR5_6400AN,9.13095924480239,8.743589743589743,8.743589743589743,0.004446,1337.9568151147098,58100699.604072995,7622.381491638489,104001,6,0.0,0.0
6,pr_web,DDR5_6400AN,8.995711376819923,8.921183505234437,8.921183505234437,0.051677,110.11240130051091,10275.428378488286,101.36778767679743,1685,14,0.0,0.0
6,bfs_twi,DDR5_6400AN,9.000690027020113,8.940621854971132,8.940621854971132,0.018879,311.83820724729816,100382.28310473262,316.8316321088105,2544,7,0.0,0.0
6,bc_road,DDR5_6400AN,9.001341970455558,9.001064561293049,9.001064561293049,0.241414,18.853311793214864,53.212781066324204,7.294709114579155,94,6,0.0,0.0
6,605,DDR5_6400AN,9.240661145123514,1.131578947368421,1.131578947368421,3.8e-05,152825.66666666666,18996755391.555557,137828.71758655942,405946,27006,0.0,0.0
6,603,DDR5_6400AN,10.899018358630391,14.061400737230121,14.061400737230121,0.01899,309.9308056872038,987773.5930004566,993.8679957622423,53311,11,0.0,0.0
6,bfs_web,DDR5_6400AN,9.009137501593397,8.855447774120908,8.855447774120908,0.011546,492.9287941787942,5744297.335366321,2396.726378910684,88622,10,0.0,0.0
6,654,DDR5_6400AN,9.162520026630144,8.95857147928574,8.95857147928574,0.028169,180.31401789518534,3461522.861341632,1860.5168264064778,94447,9,0.0,0.0
6,619,DDR5_6400AN,9.12592161703812,8.98174135933239,8.98174135933239,0.085439,64.22396235690708,1574.8138762584326,39.68392465795731,159,26,0.0,0.0
12,602,DDR5_1600AN,8.84904826965877,8.528833721230928,34.5758986294285,0.003867,3086.7888198757764,15646315.452297367,3955.54237144508,12457,82,35.321852630195195,0.0
12,cc_twi,DDR5_1600AN,9.007310925315359,8.95155842989311,35.030360190424865,0.11133,95.78732348819662,857.4111662436361,29.281584080162673,333,35,34.74351265557366,0.0
12,pr_road,DDR5_1600AN,8.998445326113053,8.987205828595918,35.20793364678003,0.158666,63.63001058841325,184.18741580687626,13.571566446319904,166,23,34.96701067962417,0.1042183830797282
12,bfs_road,DDR5_1600AN,9.020241957958437,8.990220360404436,35.16149400684932,0.196224,49.154598825831705,224.6840248390593,14.989463794247587,164,12,34.81672500816365,9.260777411345943
12,620,DDR5_1600AN,8.973649304432223,8.897518382352942,34.78235294117647,0.01088,1091.2880794701987,5592942.8496813,2364.940348017535,64612,67,34.61445886373822,0.0
12,bc_web,DDR5_1600AN,8.956817913002084,8.928123383854889,35.030062282068286,0.315179,26.07371306731648,256.1320168862959,16.004124995959508,2315,12,34.97037338716834,80.69721098675488
12,607,DDR5_1600AN,12.218397391443107,32.69222191246167,41.18929467521606,0.003587,3282.7852348993288,34070436.93374172,5836.988687134978,86350,26,8.345192080956675,0.0
12,623,DDR5_1600AN,9.05383346966073,7.9050042408821035,33.53859202714165,0.001179,10005.142857142857,3495314870.0612245,59121.187996024106,530279,85,33.97489632053517,0.0
12,pr_twi,DDR5_1600AN,9.013562415431574,8.923525627278575,35.04773750804203,0.04663,245.2939510939511,23772.659023899796,154.18384812910784,1684,61,34.77987150035743,0.0
12,600,DDR5_1600AN,9.01470858963225,7.503875968992248,31.00581395348837,0.000516,17248.302325581397,1953670615.3737154,44200.346326400155,243256,28,31.284788965702827,0.7647576266593621
12,bc_twi,DDR5_1600AN,8.999128883777258,8.991055386297946,35.13261798743402,0.179214,54.95741261550824,899.8587728956383,29.997646122581656,578,15,34.858790807978984,10.687473739517927
12,628,DDR5_1600AN,9.13095924480239,8.743589743589743,34.54408457040036,0.004446,2679.3351351351353,116288184.94714391,10783.69996555653,105537,12,33.90727410134528,63.6550131413069
12,pr_web,DDR5_1600AN,8.995711376819923,8.921183505234437,35.05222826402461,0.051677,220.22480260102182,26829.87886462662,163.798287123604,2046,41,34.858003327395906,0.0
12,bfs_twi,DDR5_1600AN,9.000690027020113,8.940621854971132,34.921553048360614,0.018879,623.6764144945963,228399.86414175312,477.91198367665265,2955,23,34.6385858622767,0.11301083446668149
12,bc_road,DDR5_1600AN,9.001341970455558,9.001064561293049,35.18250391443744,0.241414,37.7070636774867,109.74284069450857,10.47582171929766,181,14,34.90338143678283,22.466106660454603
12,605,DDR5_1600AN,9.240661145123514,1.131578947368421,1.736842105263158,3.8e-05,305651.3333333333,13557997761.555557,116438.8155279654,461003,180685,0.7859998089606132,0.0
12,603,DDR5_1600AN,10.899018358630391,14.061400737230121,37.35134281200632,0.01899,616.4418457648546,2106938.546238818,1451.5297262677118,53565,56,25.64261254556091,0.0
12,bfs_web,DDR5_1600AN,9.009137501593397,8.855447774120908,34.908626364108784,0.011546,985.8575883575884,14582804.73543618,3818.7438687919594,96439,49,34.702338933617106,0.0
12,654,DDR5_1600AN,9.162520026630144,8.95857147928574,35.25829812914906,0.028169,360.6280357903707,7406629.898711224,2721.5124285424868,94507,20,34.4443143241273,0.6212576168850475
12,619,DDR5_1600AN,9.12592161703812,8.98174135933239,35.11738199183043,0.085439,128.44093271526899,5181.816113528132,71.98483252413756,259,53,34.366686538752724,0.0
12,602,DDR5_2400AN,8.84904826965877,8.528833721230928,28.868784587535558,0.003867,3086.7888198757764,15646315.452297367,3955.54237144508,12457,82,27.58256062773941,0.0
12,cc_twi,DDR5_2400AN,9.007310925315359,8.95155842989311,29.31690209287703,0.11133,95.78732348819662,857.4111662436361,29.281584080162673,333,35,27.131751749454654,0.0
